"No.","Time","Source","Destination","Protocol","Length","Info"
"858","14.693903","104.44.200.242","192.168.10.162","UDP","100","3480  >  35920 Len=58"
"862","14.698626","104.44.200.242","192.168.10.162","UDP","99","3480  >  35920 Len=57"
"864","14.723534","104.44.200.242","192.168.10.162","UDP","96","3480  >  35920 Len=54"
"869","14.766160","104.44.200.242","192.168.10.162","UDP","98","3480  >  35920 Len=56"
"870","14.766161","104.44.200.242","192.168.10.162","UDP","99","3480  >  35920 Len=57"
"871","14.773813","104.44.200.242","192.168.10.162","UDP","102","3480  >  35920 Len=60"
"872","14.776783","104.44.200.242","192.168.10.162","UDP","722","3480  >  35920 Len=680"
"873","14.779787","104.44.200.242","192.168.10.162","UDP","721","3480  >  35920 Len=679"
"874","14.782127","104.44.200.242","192.168.10.162","UDP","698","3480  >  35920 Len=656"
"875","14.786295","104.44.200.242","192.168.10.162","UDP","738","3480  >  35920 Len=696"
"876","14.786296","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
"878","14.790139","104.44.200.242","192.168.10.162","UDP","738","3480  >  35920 Len=696"
"885","14.888059","104.44.200.242","192.168.10.162","UDP","95","3480  >  35920 Len=53"
"886","14.888191","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
"887","14.888191","104.44.200.242","192.168.10.162","UDP","125","3480  >  35920 Len=83"
"888","14.888192","104.44.200.242","192.168.10.162","UDP","102","3480  >  35920 Len=60"
"889","14.896601","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"890","14.896601","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"892","14.910279","104.44.200.242","192.168.10.162","UDP","973","3480  >  35920 Len=931"
"893","14.919485","104.44.200.242","192.168.10.162","UDP","972","3480  >  35920 Len=930"
"894","14.919485","104.44.200.242","192.168.10.162","UDP","102","3480  >  35920 Len=60"
"895","14.919485","104.44.200.242","192.168.10.162","UDP","569","3480  >  35920 Len=527"
"897","14.938572","104.44.200.242","192.168.10.162","UDP","989","3480  >  35920 Len=947"
"898","14.938574","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"902","14.964380","104.44.200.242","192.168.10.162","UDP","989","3480  >  35920 Len=947"
"903","14.964380","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
"904","14.964381","104.44.200.242","192.168.10.162","UDP","149","3480  >  35920 Len=107"
"907","14.998138","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
"912","15.026062","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"913","15.032106","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
"914","15.034367","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"916","15.047050","104.44.200.242","192.168.10.162","UDP","1089","3480  >  35920 Len=1047"
"917","15.058515","104.44.200.242","192.168.10.162","UDP","1089","3480  >  35920 Len=1047"
"918","15.059331","104.44.200.242","192.168.10.162","UDP","824","3480  >  35920 Len=782"
"919","15.059727","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"920","15.059940","104.44.200.242","192.168.10.162","STUN","150","Binding Request user: cTe7:D2bo"
"922","15.067220","104.44.200.242","192.168.10.162","UDP","1105","3480  >  35920 Len=1063"
"923","15.067221","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"924","15.070713","104.44.200.242","192.168.10.162","UDP","1105","3480  >  35920 Len=1063"
"928","15.105417","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"930","15.112770","104.44.200.242","192.168.10.162","UDP","211","3480  >  35920 Len=169"
"931","15.122091","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"932","15.125033","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"936","15.172982","104.44.200.242","192.168.10.162","UDP","103","3480  >  35920 Len=61"
"937","15.185595","104.44.200.242","192.168.10.162","UDP","1092","3480  >  35920 Len=1050"
"939","15.188450","104.44.200.242","192.168.10.162","UDP","1084","3480  >  35920 Len=1042"
"940","15.188537","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
"941","15.193642","104.44.200.242","192.168.10.162","UDP","941","3480  >  35920 Len=899"
"942","15.193642","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"943","15.199809","104.44.200.242","192.168.10.162","UDP","1100","3480  >  35920 Len=1058"
"945","15.214416","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"950","15.226543","104.44.200.242","192.168.10.162","UDP","1100","3480  >  35920 Len=1058"
"951","15.226543","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"953","15.264533","104.44.200.242","192.168.10.162","UDP","324","3480  >  35920 Len=282"
"955","15.286025","104.44.200.242","192.168.10.162","UDP","102","3480  >  35920 Len=60"
"956","15.286025","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
"958","15.301956","104.44.200.242","192.168.10.162","UDP","97","3480  >  35920 Len=55"
"960","15.314234","104.44.200.242","192.168.10.162","UDP","954","3480  >  35920 Len=912"
"961","15.318007","104.44.200.242","192.168.10.162","UDP","954","3480  >  35920 Len=912"
"962","15.318009","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"963","15.319399","104.44.200.242","192.168.10.162","UDP","884","3480  >  35920 Len=842"
"965","15.329527","104.44.200.242","192.168.10.162","UDP","970","3480  >  35920 Len=928"
"966","15.335689","104.44.200.242","192.168.10.162","UDP","970","3480  >  35920 Len=928"
"967","15.340975","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"968","15.343286","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"974","15.373145","104.44.200.242","192.168.10.162","UDP","297","3480  >  35920 Len=255"
"975","15.375173","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"977","15.395225","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"980","15.431158","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"981","15.437239","104.44.200.242","192.168.10.162","UDP","216","3480  >  35920 Len=174"
"982","15.437348","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"983","15.445444","104.44.200.242","192.168.10.162","UDP","1018","3480  >  35920 Len=976"
"985","15.450843","104.44.200.242","192.168.10.162","UDP","1018","3480  >  35920 Len=976"
"986","15.450843","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"987","15.456903","104.44.200.242","192.168.10.162","UDP","1017","3480  >  35920 Len=975"
"988","15.458301","104.44.200.242","192.168.10.162","UDP","673","3480  >  35920 Len=631"
"989","15.458301","104.44.200.242","192.168.10.162","UDP","216","3480  >  35920 Len=174"
"991","15.467659","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"996","15.494637","104.44.200.242","192.168.10.162","UDP","672","3480  >  35920 Len=630"
"997","15.497823","104.44.200.242","192.168.10.162","UDP","1034","3480  >  35920 Len=992"
"998","15.497823","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"1000","15.505867","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"1001","15.514267","104.44.200.242","192.168.10.162","UDP","1034","3480  >  35920 Len=992"
"1003","15.534101","104.44.200.242","192.168.10.162","UDP","1034","3480  >  35920 Len=992"
"1004","15.534102","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"1005","15.537263","104.44.200.242","192.168.10.162","UDP","507","3480  >  35920 Len=465"
"1006","15.545656","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"1009","15.585579","104.44.200.242","192.168.10.162","UDP","1220","3480  >  35920 Len=1178"
"1010","15.585581","104.44.200.242","192.168.10.162","UDP","156","3480  >  35920 Len=114"
"1012","15.590801","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"1013","15.593541","104.44.200.242","192.168.10.162","UDP","523","3480  >  35920 Len=481"
"1014","15.596840","104.44.200.242","192.168.10.162","UDP","1236","3480  >  35920 Len=1194"
"1015","15.600212","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"1019","15.636443","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"1021","15.649587","104.44.200.242","192.168.10.162","UDP","189","3480  >  35920 Len=147"
"1022","15.649588","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"1024","15.685632","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"1026","15.693803","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"1027","15.693870","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"1028","15.705735","104.44.200.242","192.168.10.162","UDP","783","3480  >  35920 Len=741"
"1030","15.715627","104.44.200.242","192.168.10.162","UDP","783","3480  >  35920 Len=741"
"1031","15.717310","104.44.200.242","192.168.10.162","UDP","748","3480  >  35920 Len=706"
"1032","15.717311","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"1033","15.720512","104.44.200.242","192.168.10.162","UDP","799","3480  >  35920 Len=757"
"1034","15.725269","104.44.200.242","192.168.10.162","UDP","799","3480  >  35920 Len=757"
"1035","15.725269","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"1043","15.780266","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"1044","15.780266","104.44.200.242","192.168.10.162","UDP","510","3480  >  35920 Len=468"
"1045","15.780266","104.44.200.242","192.168.10.162","UDP","156","3480  >  35920 Len=114"
"1046","15.780267","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"1050","15.804302","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"1053","15.830652","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
"1054","15.836122","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"1056","15.846620","104.44.200.242","192.168.10.162","UDP","886","3480  >  35920 Len=844"
"1057","15.847339","104.44.200.242","192.168.10.162","UDP","878","3480  >  35920 Len=836"
"1058","15.849767","104.44.200.242","192.168.10.162","UDP","878","3480  >  35920 Len=836"
"1059","15.858930","104.44.200.242","192.168.10.162","UDP","1176","3480  >  35920 Len=1134"
"1060","15.858932","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"1061","15.861407","104.44.200.242","192.168.10.162","UDP","1192","3480  >  35920 Len=1150"
"1062","15.865943","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"1066","15.897925","104.44.200.242","192.168.10.162","UDP","1192","3480  >  35920 Len=1150"
"1068","15.909058","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"1069","15.909059","104.44.200.242","192.168.10.162","UDP","1046","3480  >  35920 Len=1004"
"1070","15.909060","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"1072","15.927322","104.44.200.242","192.168.10.162","UDP","529","3480  >  35920 Len=487"
"1073","15.934613","104.44.200.242","192.168.10.162","UDP","543","3480  >  35920 Len=501"
"1074","15.935346","104.44.200.242","192.168.10.162","UDP","169","3480  >  35920 Len=127"
"1075","15.937144","104.44.200.242","192.168.10.162","UDP","559","3480  >  35920 Len=517"
"1076","15.937145","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"1077","15.945805","104.44.200.242","192.168.10.162","UDP","156","3480  >  35920 Len=114"
"1078","15.945806","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"1081","15.978914","104.44.200.242","192.168.10.162","UDP","102","3480  >  35920 Len=60"
"1083","15.987557","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"1084","15.994032","104.44.200.242","192.168.10.162","UDP","161","3480  >  35920 Len=119"
"1085","15.999742","104.44.200.242","192.168.10.162","UDP","442","3480  >  35920 Len=400"
"1091","16.009075","104.44.200.242","192.168.10.162","UDP","204","3480  >  35920 Len=162"
"1092","16.009177","104.44.200.242","192.168.10.162","UDP","458","3480  >  35920 Len=416"
"1095","16.047221","104.44.200.242","192.168.10.162","UDP","158","3480  >  35920 Len=116"
"1096","16.055603","104.44.200.242","192.168.10.162","UDP","140","3480  >  35920 Len=98"
"1097","16.063278","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"1098","16.063279","104.44.200.242","192.168.10.162","UDP","154","3480  >  35920 Len=112"
"1099","16.063280","104.44.200.242","192.168.10.162","UDP","131","3480  >  35920 Len=89"
"1101","16.071214","104.44.200.242","192.168.10.162","UDP","128","3480  >  35920 Len=86"
"1102","16.071215","104.44.200.242","192.168.10.162","STUN","146","Binding Request user: cTe7:D2bo"
"1104","16.089711","104.44.200.242","192.168.10.162","UDP","551","3480  >  35920 Len=509"
"1105","16.089712","104.44.200.242","192.168.10.162","UDP","325","3480  >  35920 Len=283"
"1106","16.089713","104.44.200.242","192.168.10.162","UDP","567","3480  >  35920 Len=525"
"1108","16.113403","104.44.200.242","192.168.10.162","UDP","197","3480  >  35920 Len=155"
"1109","16.113404","104.44.200.242","192.168.10.162","UDP","131","3480  >  35920 Len=89"
"1110","16.116459","104.44.200.242","192.168.10.162","UDP","136","3480  >  35920 Len=94"
"1113","16.139304","104.44.200.242","192.168.10.162","UDP","1043","3480  >  35920 Len=1001"
"1114","16.139305","104.44.200.242","192.168.10.162","UDP","623","3480  >  35920 Len=581"
"1115","16.139306","104.44.200.242","192.168.10.162","UDP","1059","3480  >  35920 Len=1017"
"1116","16.139307","104.44.200.242","192.168.10.162","UDP","118","3480  >  35920 Len=76"
"1117","16.139307","104.44.200.242","192.168.10.162","UDP","156","3480  >  35920 Len=114"
"1122","16.174121","104.44.200.242","192.168.10.162","UDP","118","3480  >  35920 Len=76"
"1123","16.174121","104.44.200.242","192.168.10.162","UDP","267","3480  >  35920 Len=225"
"1125","16.197170","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"1126","16.201546","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"1128","16.214273","104.44.200.242","192.168.10.162","UDP","840","3480  >  35920 Len=798"
"1129","16.217707","104.44.200.242","192.168.10.162","UDP","840","3480  >  35920 Len=798"
"1130","16.223171","104.44.200.242","192.168.10.162","UDP","683","3480  >  35920 Len=641"
"1131","16.223171","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"1132","16.223172","104.44.200.242","192.168.10.162","UDP","856","3480  >  35920 Len=814"
"1133","16.224647","104.44.200.242","192.168.10.162","UDP","856","3480  >  35920 Len=814"
"1135","16.229822","104.44.200.242","192.168.10.162","UDP","451","3480  >  35920 Len=409"
"1136","16.229822","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"1139","16.271750","104.44.200.242","192.168.10.162","UDP","102","3480  >  35920 Len=60"
"1144","16.286885","104.44.200.242","192.168.10.162","UDP","1202","3480  >  35920 Len=1160"
"1145","16.289222","104.44.200.242","192.168.10.162","UDP","1201","3480  >  35920 Len=1159"
"1146","16.292992","104.44.200.242","192.168.10.162","UDP","1118","3480  >  35920 Len=1076"
"1147","16.292992","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"1148","16.292993","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"1149","16.295460","104.44.200.242","192.168.10.162","UDP","1218","3480  >  35920 Len=1176"
"1153","16.331310","104.44.200.242","192.168.10.162","UDP","1218","3480  >  35920 Len=1176"
"1154","16.331319","104.44.200.242","192.168.10.162","UDP","119","3480  >  35920 Len=77"
"1155","16.343798","104.44.200.242","192.168.10.162","UDP","558","3480  >  35920 Len=516"
"1156","16.343798","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"1157","16.343798","104.44.200.242","192.168.10.162","UDP","731","3480  >  35920 Len=689"
"1158","16.343799","104.44.200.242","192.168.10.162","UDP","156","3480  >  35920 Len=114"
"1160","16.359377","104.44.200.242","192.168.10.162","UDP","731","3480  >  35920 Len=689"
"1161","16.359379","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"1162","16.365398","104.44.200.242","192.168.10.162","UDP","679","3480  >  35920 Len=637"
"1164","16.382305","104.44.200.242","192.168.10.162","UDP","747","3480  >  35920 Len=705"
"1165","16.382738","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
